pose_id,pose
1931,pushups_down
1932,pushups_down
1933,pushups_down
1934,pushups_down
1935,pushups_down
1936,pushups_down
1937,pushups_down
1938,pushups_down
1939,pushups_down
1940,pushups_down
1941,pushups_down
1942,pushups_down
1943,pushups_down
1944,pushups_down
1945,pushups_down
1946,pushups_down
1947,pushups_down
1948,pushups_down
1949,pushups_down
1950,pushups_down
1951,pushups_down
1952,pushups_down
1953,pushups_down
1954,pushups_down
1955,pushups_down
1956,pushups_down
1957,pushups_down
1958,pushups_down
1959,pushups_down
1960,pushups_down
1961,pushups_down
1962,pushups_down
1963,pushups_down
1964,pushups_down
1965,pushups_down
1966,pushups_down
1967,pushups_down
1968,pushups_down
1969,pushups_down
1970,pushups_down
1971,pushups_down
1972,pushups_down
1973,pushups_down
1974,pushups_down
1975,pushups_down
1976,pushups_down
1977,pushups_down
1978,pushups_down
1979,pushups_down
1980,pushups_down
1981,pushups_down
1982,pushups_down
1983,pushups_down
1984,pushups_down
1985,pushups_down
1986,pushups_down
1987,pushups_down
1988,pushups_down
1989,pushups_down
1990,pushups_down
1991,pushups_down
1992,pushups_down
1993,pushups_down
1994,pushups_down
1995,pushups_down
1996,pushups_down
1997,pushups_down
1998,pushups_down
1999,pushups_down
2000,pushups_down
2001,pushups_down
2002,pushups_down
2003,pushups_down
2004,pushups_down
2005,pushups_down
2006,pushups_down
2007,pushups_down
2008,pushups_down
2009,pushups_down
2010,pushups_down
2011,pushups_down
2012,pushups_down
2013,pushups_down
2014,pushups_down
2015,pushups_down
2016,pushups_down
2017,pushups_down
2018,pushups_down
2019,pushups_down
2020,pushups_down
2021,pushups_down
2022,pushups_down
2023,pushups_down
2024,pushups_down
2025,pushups_down
2026,pushups_down
2027,pushups_down
2028,pushups_down
2029,pushups_down
2030,pushups_down
2031,pushups_down
2032,pushups_down
2033,pushups_down
2034,pushups_down
2035,pushups_down
2036,pushups_down
2037,pushups_down
2038,pushups_down
2039,pushups_down
2040,pushups_down
2041,pushups_down
2042,pushups_down
2043,pushups_down
2044,pushups_down
2045,pushups_down
2046,pushups_down
2047,pushups_down
2048,pushups_down
2049,pushups_down
2050,pushups_down
2051,pushups_down
2052,pushups_down
2053,pushups_down
2054,pushups_down
2055,pushups_down
2056,pushups_down
2057,pushups_down
2058,pushups_down
2059,pushups_down
2060,pushups_down
2061,pushups_down
2062,pushups_down
2063,pushups_down
2064,pushups_down
2065,pushups_down
2066,pushups_down
2067,pushups_down
2068,pushups_down
2069,pushups_down
2070,pushups_down
2071,pushups_down
2072,pushups_down
2073,pushups_down
2074,pushups_down
2075,pushups_down
2076,pushups_down
2077,pushups_down
2078,pushups_down
2079,pushups_down
2080,pushups_down
2081,pushups_down
2082,pushups_down
2083,pushups_down
2084,pushups_down
2085,pushups_down
2086,pushups_down
2087,pushups_down
2088,pushups_down
2089,pushups_down
2090,pushups_down
2091,pushups_down
2092,pushups_down
2093,pushups_down
2094,pushups_down
2095,pushups_down
2096,pushups_down
2097,pushups_down
2098,pushups_down
2099,pushups_down
2100,pushups_down
2101,pushups_down
2102,pushups_down
2103,pushups_down
2104,pushups_down
2105,pushups_down
2106,pushups_down
2107,pushups_down
2108,pushups_down
2109,pushups_down
2110,pushups_down
2111,pushups_down
2112,pushups_down
2113,pushups_down
2114,pushups_down
2115,pushups_down
2116,pushups_down
2117,pushups_down
2118,pushups_down
2119,pushups_down
2120,pushups_down
2121,pushups_down
2122,pushups_down
2123,pushups_down
2124,pushups_down
2125,pushups_down
2126,pushups_down
2127,pushups_down
2128,pushups_down
2129,pushups_down
2130,pushups_down
2131,pushups_down
2132,pushups_down
2133,pushups_down
2134,pushups_down
2135,pushups_down
2136,pushups_down
2137,pushups_down
2138,pushups_down
2139,pushups_down
2140,pushups_down
2141,pushups_down
2142,pushups_down
2143,pushups_down
2144,pushups_down
2145,pushups_down
2146,pushups_down
2147,pushups_down
2148,pushups_down
2149,pushups_down
2150,pushups_down
2151,pushups_down
2152,pushups_down
2153,pushups_down
2154,pushups_down
2155,pushups_down
2156,pushups_down
2157,pushups_down
2158,pushups_down
2159,pushups_down
2160,pushups_down
2161,pushups_up
2162,pushups_up
2163,pushups_up
2164,pushups_up
2165,pushups_up
2166,pushups_up
2167,pushups_up
2168,pushups_down
2169,pushups_down
2170,pushups_down
2171,pushups_down
2172,pushups_up
2173,pushups_up
2174,pushups_up
2175,pushups_up
2176,pushups_up
2177,pushups_up
2178,pushups_up
2179,pushups_up
2180,pushups_up
2181,pushups_up
2182,pushups_up
2183,pushups_up
2184,pushups_down
2185,pushups_down
2186,pushups_down
2187,pushups_down
2188,pushups_down
2189,pushups_down
2190,pushups_up
2191,pushups_up
2192,pushups_up
2193,pushups_up
2194,pushups_up
2195,pushups_up
2196,pushups_up
2197,pushups_up
2198,pushups_up
2199,pushups_down
2200,pushups_down
2201,pushups_down
2202,pushups_down
2203,pushups_down
2204,pushups_up
2205,pushups_up
2206,pushups_up
2207,pushups_up
2208,pushups_up
2209,pushups_up
2210,pushups_up
2211,pushups_up
2212,pushups_up
2213,pushups_down
2214,pushups_down
2215,pushups_down
2216,pushups_down
2217,pushups_down
2218,pushups_down
2219,pushups_up
2220,pushups_up
2221,pushups_up
2222,pushups_up
2223,pushups_up
2224,pushups_up
2225,pushups_up
2226,pushups_up
2227,pushups_up
2228,pushups_up
2229,pushups_down
2230,pushups_down
2231,pushups_down
2232,pushups_down
2233,pushups_down
2234,pushups_down
2235,pushups_up
2236,pushups_up
2237,pushups_up
2238,pushups_up
2239,pushups_up
2240,pushups_up
2241,pushups_up
2242,pushups_up
2243,pushups_up
2244,pushups_down
2245,pushups_down
2246,pushups_down
2247,pushups_down
2248,pushups_down
2249,pushups_up
2250,pushups_up
2251,pushups_up
2252,pushups_up
2253,pushups_up
2254,pushups_up
2255,pushups_up
2256,pushups_up
2257,pushups_up
2258,pushups_down
2259,pushups_down
2260,pushups_down
2261,pushups_down
2262,pushups_up
2263,pushups_up
2264,pushups_up
2265,pushups_up
2266,pushups_up
2267,pushups_up
2268,pushups_up
2269,pushups_up
2270,pushups_up
2271,pushups_up
2272,pushups_up
2273,pushups_up
2274,pushups_down
2275,pushups_down
2276,pushups_down
2277,pushups_down
2278,pushups_up
2279,pushups_up
2280,pushups_up
2281,pushups_up
2282,pushups_up
2283,pushups_up
2284,pushups_up
2285,pushups_up
2286,pushups_up
2287,pushups_up
2288,pushups_up
2289,pushups_up
2290,pushups_down
2291,pushups_down
2292,pushups_down
2293,pushups_down
2294,pushups_down
2295,pushups_up
2296,pushups_up
2297,pushups_up
2298,pushups_up
2299,pushups_up
2300,pushups_up
2301,pushups_up
